investigator_full_name,year_id,num_external_grants
Howie J. Rosen,2023,
Qinwen Mao,2013,
Qinwen Mao,2014,
Qinwen Mao,2015,
Qinwen Mao,2016,
Qinwen Mao,2017,
Qinwen Mao,2018,
Qinwen Mao,2019,
Qinwen Mao,2020,
Qinwen Mao,2021,
Qinwen Mao,2022,
Qinwen Mao,2023,
Karna Murthy,2013,
Karna Murthy,2014,
Karna Murthy,2015,
Karna Murthy,2016,
Karna Murthy,2017,
Karna Murthy,2018,
Karna Murthy,2019,
Karna Murthy,2020,
Karna Murthy,2021,
Karna Murthy,2022,
Karna Murthy,2023,
Thrasyvoulos N. Pappas,2013,
Thrasyvoulos N. Pappas,2014,
Thrasyvoulos N. Pappas,2015,
Thrasyvoulos N. Pappas,2016,
Thrasyvoulos N. Pappas,2017,
Thrasyvoulos N. Pappas,2018,
Thrasyvoulos N. Pappas,2019,
Thrasyvoulos N. Pappas,2020,
Thrasyvoulos N. Pappas,2021,
Thrasyvoulos N. Pappas,2022,
Thrasyvoulos N. Pappas,2023,
Ken A. Paller,2013,
Ken A. Paller,2014,
Ken A. Paller,2015,
Ken A. Paller,2016,
Ken A. Paller,2017,
Ken A. Paller,2018,
Ken A. Paller,2019,
Ken A. Paller,2020,
Ken A. Paller,2021,
Ken A. Paller,2022,
Ken A. Paller,2023,
Phyllis C. Zee,2013,
Phyllis C. Zee,2014,
Phyllis C. Zee,2015,
Phyllis C. Zee,2016,
Phyllis C. Zee,2017,
Phyllis C. Zee,2018,
Phyllis C. Zee,2019,
Phyllis C. Zee,2020,
Phyllis C. Zee,2021,
Phyllis C. Zee,2022,
Phyllis C. Zee,2023,
George C. Lales,2013,
George C. Lales,2014,
George C. Lales,2015,
George C. Lales,2016,
George C. Lales,2017,
George C. Lales,2018,
George C. Lales,2019,
George C. Lales,2020,
George C. Lales,2021,
George C. Lales,2022,
George C. Lales,2023,
Marc Brian Rosenman,2013,
Marc Brian Rosenman,2014,
Marc Brian Rosenman,2015,
Marc Brian Rosenman,2016,
Marc Brian Rosenman,2017,
Marc Brian Rosenman,2018,
Marc Brian Rosenman,2019,
Marc Brian Rosenman,2020,
Marc Brian Rosenman,2021,
Marc Brian Rosenman,2022,
Marc Brian Rosenman,2023,
Mark K. Bennett,2013,
Mark K. Bennett,2014,
Mark K. Bennett,2015,
Mark K. Bennett,2016,
Mark K. Bennett,2017,
Mark K. Bennett,2018,
Mark K. Bennett,2019,
Mark K. Bennett,2020,
Mark K. Bennett,2021,
Mark K. Bennett,2022,
Mark K. Bennett,2023,
Rajesh Katpalli,2013,
Rajesh Katpalli,2014,
Rajesh Katpalli,2015,
Rajesh Katpalli,2016,
Rajesh Katpalli,2017,
Rajesh Katpalli,2018,
Rajesh Katpalli,2019,
Rajesh Katpalli,2020,
Rajesh Katpalli,2021,
Rajesh Katpalli,2022,
Rajesh Katpalli,2023,
Ellen R. R. Brooks,2013,
Ellen R. R. Brooks,2014,
Ellen R. R. Brooks,2015,
Ellen R. R. Brooks,2016,
Ellen R. R. Brooks,2017,
Ellen R. R. Brooks,2018,
Ellen R. R. Brooks,2019,
Ellen R. R. Brooks,2020,
Ellen R. R. Brooks,2021,
Ellen R. R. Brooks,2022,
Ellen R. R. Brooks,2023,
J. Will Thompson,2013,
J. Will Thompson,2014,
J. Will Thompson,2015,
J. Will Thompson,2016,
J. Will Thompson,2017,
J. Will Thompson,2018,
J. Will Thompson,2019,
J. Will Thompson,2020,
J. Will Thompson,2021,
J. Will Thompson,2022,
J. Will Thompson,2023,
Jenna Rossoff,2013,
Jenna Rossoff,2014,
Jenna Rossoff,2015,
Jenna Rossoff,2016,
Jenna Rossoff,2017,
Jenna Rossoff,2018,
Jenna Rossoff,2019,
Jenna Rossoff,2020,
Jenna Rossoff,2021,
Jenna Rossoff,2022,
Jenna Rossoff,2023,
Sonali Chaudhury,2022,
Sonali Chaudhury,2023,
Anjan Tibrewala,2022,
Anjan Tibrewala,2023,
Donald M. Lloyd-Jones,2013,
Donald M. Lloyd-Jones,2014,
Donald M. Lloyd-Jones,2015,
Donald M. Lloyd-Jones,2016,
Donald M. Lloyd-Jones,2017,
Donald M. Lloyd-Jones,2018,
Donald M. Lloyd-Jones,2019,
Donald M. Lloyd-Jones,2020,
Donald M. Lloyd-Jones,2021,
Donald M. Lloyd-Jones,2022,
Donald M. Lloyd-Jones,2023,
Sanjiv J. Shah,2013,
Sanjiv J. Shah,2014,
Sanjiv J. Shah,2015,
Sanjiv J. Shah,2016,
Sanjiv J. Shah,2017,
Sanjiv J. Shah,2018,
Sanjiv J. Shah,2019,
Sanjiv J. Shah,2020,
Sanjiv J. Shah,2021,
Sanjiv J. Shah,2022,
Sanjiv J. Shah,2023,
Kazuhiro Shimomura,2013,
Kazuhiro Shimomura,2014,
Kazuhiro Shimomura,2015,
Kazuhiro Shimomura,2016,
Kazuhiro Shimomura,2017,
Kazuhiro Shimomura,2018,
Kazuhiro Shimomura,2019,
Kazuhiro Shimomura,2020,
Kazuhiro Shimomura,2021,
Kazuhiro Shimomura,2022,
Kazuhiro Shimomura,2023,
Martha Hotz Vitaterna,2013,
Martha Hotz Vitaterna,2014,
Martha Hotz Vitaterna,2015,
Martha Hotz Vitaterna,2016,
Martha Hotz Vitaterna,2017,
Martha Hotz Vitaterna,2018,
Martha Hotz Vitaterna,2019,
Martha Hotz Vitaterna,2020,
Martha Hotz Vitaterna,2021,
Martha Hotz Vitaterna,2022,
Martha Hotz Vitaterna,2023,
Jeffrey P. Gross,2022,
Jeffrey P. Gross,2023,
Teresa K. Woodruff,2013,
Teresa K. Woodruff,2014,
Teresa K. Woodruff,2015,
Teresa K. Woodruff,2016,
Teresa K. Woodruff,2017,
Teresa K. Woodruff,2018,
Teresa K. Woodruff,2019,
Teresa K. Woodruff,2020,
Teresa K. Woodruff,2021,
Teresa K. Woodruff,2022,
Teresa K. Woodruff,2023,
Jennifer Donglan Wu,2013,
Jennifer Donglan Wu,2014,
Jennifer Donglan Wu,2015,
Jennifer Donglan Wu,2016,
Jennifer Donglan Wu,2017,
Jennifer Donglan Wu,2018,
Jennifer Donglan Wu,2019,
Jennifer Donglan Wu,2020,
Jennifer Donglan Wu,2021,
Jennifer Donglan Wu,2022,
Jennifer Donglan Wu,2023,
Ju Wu,2013,
Ju Wu,2014,
Ju Wu,2015,
Ju Wu,2016,
Ju Wu,2017,
Ju Wu,2018,
Ju Wu,2019,
Ju Wu,2020,
Ju Wu,2021,
Ju Wu,2022,
Ju Wu,2023,
Mahmoud G. Khalafalla,2013,
Mahmoud G. Khalafalla,2014,
Mahmoud G. Khalafalla,2015,
Mahmoud G. Khalafalla,2016,
Mahmoud G. Khalafalla,2017,
Mahmoud G. Khalafalla,2018,
Mahmoud G. Khalafalla,2019,
Mahmoud G. Khalafalla,2020,
Mahmoud G. Khalafalla,2021,
Mahmoud G. Khalafalla,2022,
Mahmoud G. Khalafalla,2023,
Jill L. Chang,2013,
Jill L. Chang,2014,
Jill L. Chang,2015,
Jill L. Chang,2016,
Jill L. Chang,2017,
Jill L. Chang,2018,
Jill L. Chang,2019,
Jill L. Chang,2020,
Jill L. Chang,2021,
Jill L. Chang,2022,
Jill L. Chang,2023,
Maria L. V. Dizon,2022,
Maria L. V. Dizon,2023,
Carson Joseph Ingo,2013,
Carson Joseph Ingo,2014,
Carson Joseph Ingo,2015,
Carson Joseph Ingo,2016,
Carson Joseph Ingo,2017,
Carson Joseph Ingo,2018,
Carson Joseph Ingo,2019,
Carson Joseph Ingo,2020,
Carson Joseph Ingo,2021,
Carson Joseph Ingo,2022,
Carson Joseph Ingo,2023,
Julius P. A. Dewald,2013,
Julius P. A. Dewald,2014,
Julius P. A. Dewald,2015,
Julius P. A. Dewald,2016,
Julius P. A. Dewald,2017,
Julius P. A. Dewald,2018,
Julius P. A. Dewald,2019,
Julius P. A. Dewald,2020,
Julius P. A. Dewald,2021,
Julius P. A. Dewald,2022,
Julius P. A. Dewald,2023,
Justin Drogos,2013,
Justin Drogos,2014,
Justin Drogos,2015,
Justin Drogos,2016,
Justin Drogos,2017,
Justin Drogos,2018,
Justin Drogos,2019,
Justin Drogos,2020,
Justin Drogos,2021,
Justin Drogos,2022,
Justin Drogos,2023,
Netta Gurari,2013,
Netta Gurari,2014,
Netta Gurari,2015,
Netta Gurari,2016,
Netta Gurari,2017,
Netta Gurari,2018,
Netta Gurari,2019,
Netta Gurari,2020,
Netta Gurari,2021,
Netta Gurari,2022,
Netta Gurari,2023,
Dominique Lynn Kinnett-Hopkins,2013,
Dominique Lynn Kinnett-Hopkins,2014,
Dominique Lynn Kinnett-Hopkins,2015,
Dominique Lynn Kinnett-Hopkins,2016,
Dominique Lynn Kinnett-Hopkins,2017,
Dominique Lynn Kinnett-Hopkins,2018,
Dominique Lynn Kinnett-Hopkins,2019,
Dominique Lynn Kinnett-Hopkins,2020,
Dominique Lynn Kinnett-Hopkins,2021,
Dominique Lynn Kinnett-Hopkins,2022,
Dominique Lynn Kinnett-Hopkins,2023,
Jane L. Holl,2013,
Jane L. Holl,2014,
Jane L. Holl,2015,
Jane L. Holl,2016,
Jane L. Holl,2017,
Jane L. Holl,2018,
Jane L. Holl,2019,
Jane L. Holl,2020,
Jane L. Holl,2021,
Jane L. Holl,2022,
Jane L. Holl,2023,
Rosalind Ramsey-Goldman,2020,
Rosalind Ramsey-Goldman,2021,
Rosalind Ramsey-Goldman,2022,
Rosalind Ramsey-Goldman,2023,
Steven T. Kosak,2013,
Steven T. Kosak,2014,
Steven T. Kosak,2015,
Steven T. Kosak,2016,
Steven T. Kosak,2017,
Steven T. Kosak,2018,
Steven T. Kosak,2019,
Steven T. Kosak,2020,
Steven T. Kosak,2021,
Steven T. Kosak,2022,
Steven T. Kosak,2023,
David T. Liss,2013,
David T. Liss,2014,
David T. Liss,2015,
David T. Liss,2016,
David T. Liss,2017,
David T. Liss,2018,
David T. Liss,2019,
David T. Liss,2020,
David T. Liss,2021,
David T. Liss,2022,
David T. Liss,2023,
Tiffany A. Brown,2013,
Tiffany A. Brown,2014,
Tiffany A. Brown,2015,
Tiffany A. Brown,2016,
Tiffany A. Brown,2017,
Tiffany A. Brown,2018,
Tiffany A. Brown,2019,
Tiffany A. Brown,2020,
Tiffany A. Brown,2021,
Tiffany A. Brown,2022,
Tiffany A. Brown,2023,
Jason C. Ong,2013,
Jason C. Ong,2014,
Jason C. Ong,2015,
Jason C. Ong,2016,
Jason C. Ong,2017,
Jason C. Ong,2018,
Jason C. Ong,2019,
Jason C. Ong,2020,
Jason C. Ong,2021,
Jason C. Ong,2022,
Jason C. Ong,2023,
Kristen L. Knutson,2013,
Kristen L. Knutson,2014,
Kristen L. Knutson,2015,
Kristen L. Knutson,2016,
Kristen L. Knutson,2017,
Kristen L. Knutson,2018,
Kristen L. Knutson,2019,
Kristen L. Knutson,2020,
Kristen L. Knutson,2021,
Kristen L. Knutson,2022,
Kristen L. Knutson,2023,
Alan R. Hauser,2013,
Alan R. Hauser,2014,
Alan R. Hauser,2015,
Alan R. Hauser,2016,
Alan R. Hauser,2017,
Alan R. Hauser,2018,
Alan R. Hauser,2019,
Alan R. Hauser,2020,
Alan R. Hauser,2021,
Alan R. Hauser,2022,
Alan R. Hauser,2023,
Egon Anderson Ozer,2013,
Egon Anderson Ozer,2014,
Egon Anderson Ozer,2015,
Egon Anderson Ozer,2016,
Egon Anderson Ozer,2017,
Egon Anderson Ozer,2018,
Egon Anderson Ozer,2019,
Egon Anderson Ozer,2020,
Egon Anderson Ozer,2021,
Egon Anderson Ozer,2022,
Egon Anderson Ozer,2023,
Nathaniel J. Rhodes,2013,
Nathaniel J. Rhodes,2014,
Nathaniel J. Rhodes,2015,
Nathaniel J. Rhodes,2016,
Nathaniel J. Rhodes,2017,
Nathaniel J. Rhodes,2018,
Nathaniel J. Rhodes,2019,
Nathaniel J. Rhodes,2020,
Nathaniel J. Rhodes,2021,
Nathaniel J. Rhodes,2022,
Nathaniel J. Rhodes,2023,
Alexandra Stricklerpoe,2013,
Alexandra Stricklerpoe,2014,
Alexandra Stricklerpoe,2015,
Alexandra Stricklerpoe,2016,
Alexandra Stricklerpoe,2017,
Alexandra Stricklerpoe,2018,
Alexandra Stricklerpoe,2019,
Alexandra Stricklerpoe,2020,
Alexandra Stricklerpoe,2021,
Alexandra Stricklerpoe,2022,
Alexandra Stricklerpoe,2023,
Elaine Ooi Yan Cheung,2013,
Elaine Ooi Yan Cheung,2014,
Elaine Ooi Yan Cheung,2015,
Elaine Ooi Yan Cheung,2016,
Elaine Ooi Yan Cheung,2017,
Elaine Ooi Yan Cheung,2018,
Elaine Ooi Yan Cheung,2019,
Elaine Ooi Yan Cheung,2020,
Elaine Ooi Yan Cheung,2021,
Elaine Ooi Yan Cheung,2022,
Elaine Ooi Yan Cheung,2023,
Melinda R. Ring,2013,
Melinda R. Ring,2014,
Melinda R. Ring,2015,
Melinda R. Ring,2016,
Melinda R. Ring,2017,
Melinda R. Ring,2018,
Melinda R. Ring,2019,
Melinda R. Ring,2020,
Melinda R. Ring,2021,
Melinda R. Ring,2022,
Melinda R. Ring,2023,
Neile? K. Edens,2013,
Neile? K. Edens,2014,
Neile? K. Edens,2015,
Neile? K. Edens,2016,
Neile? K. Edens,2017,
Neile? K. Edens,2018,
Neile? K. Edens,2019,
Neile? K. Edens,2020,
Neile? K. Edens,2021,
Neile? K. Edens,2022,
Neile? K. Edens,2023,
Rupa Mahadeva,2013,
Rupa Mahadeva,2014,
Rupa Mahadeva,2015,
Rupa Mahadeva,2016,
Rupa Mahadeva,2017,
Rupa Mahadeva,2018,
Rupa Mahadeva,2019,
Rupa Mahadeva,2020,
Rupa Mahadeva,2021,
Rupa Mahadeva,2022,
Rupa Mahadeva,2023,
Stephanie Folkens,2013,
Stephanie Folkens,2014,
Stephanie Folkens,2015,
Stephanie Folkens,2016,
Stephanie Folkens,2017,
Stephanie Folkens,2018,
Stephanie Folkens,2019,
Stephanie Folkens,2020,
Stephanie Folkens,2021,
Stephanie Folkens,2022,
Stephanie Folkens,2023,
Daniel T. Robinson,2013,
Daniel T. Robinson,2014,
Daniel T. Robinson,2015,
Daniel T. Robinson,2016,
Daniel T. Robinson,2017,
Daniel T. Robinson,2018,
Daniel T. Robinson,2019,
Daniel T. Robinson,2020,
Daniel T. Robinson,2021,
Daniel T. Robinson,2022,
Daniel T. Robinson,2023,
Jami L. Josefson,2013,
Jami L. Josefson,2014,
Jami L. Josefson,2015,
Jami L. Josefson,2016,
Jami L. Josefson,2017,
Jami L. Josefson,2018,
Jami L. Josefson,2019,
Jami L. Josefson,2020,
Jami L. Josefson,2021,
Jami L. Josefson,2022,
Jami L. Josefson,2023,
Linda Van Van Horn,2022,
Linda Van Van Horn,2023,
Karla J. F. Satchell,2013,
Karla J. F. Satchell,2014,
Karla J. F. Satchell,2015,
Karla J. F. Satchell,2016,
Karla J. F. Satchell,2017,
Karla J. F. Satchell,2018,
Karla J. F. Satchell,2019,
Karla J. F. Satchell,2020,
Karla J. F. Satchell,2021,
Karla J. F. Satchell,2022,
Karla J. F. Satchell,2023,
Vania Vidimar,2013,
Vania Vidimar,2014,
Vania Vidimar,2015,
Vania Vidimar,2016,
Vania Vidimar,2017,
Vania Vidimar,2018,
Vania Vidimar,2019,
Vania Vidimar,2020,
Vania Vidimar,2021,
Vania Vidimar,2022,
Vania Vidimar,2023,
Amy Roder,2013,
Amy Roder,2014,
Amy Roder,2015,
Amy Roder,2016,
Amy Roder,2017,
Amy Roder,2018,
Amy Roder,2019,
Amy Roder,2020,
Amy Roder,2021,
Amy Roder,2022,
Amy Roder,2023,
Jongsang Son,2013,
Jongsang Son,2014,
Jongsang Son,2015,
Jongsang Son,2016,
Jongsang Son,2017,
Jongsang Son,2018,
Jongsang Son,2019,
Jongsang Son,2020,
Jongsang Son,2021,
Jongsang Son,2022,
Jongsang Son,2023,
Nina I. Suresh,2013,
Nina I. Suresh,2014,
Nina I. Suresh,2015,
Nina I. Suresh,2016,
Nina I. Suresh,2017,
Nina I. Suresh,2018,
Nina I. Suresh,2019,
Nina I. Suresh,2020,
Nina I. Suresh,2021,
Nina I. Suresh,2022,
Nina I. Suresh,2023,
Jill A. Weissberg Benchell,2013,
Jill A. Weissberg Benchell,2014,
Jill A. Weissberg Benchell,2015,
Jill A. Weissberg Benchell,2016,
Jill A. Weissberg Benchell,2017,
Jill A. Weissberg Benchell,2018,
Jill A. Weissberg Benchell,2019,
Jill A. Weissberg Benchell,2020,
Jill A. Weissberg Benchell,2021,
Jill A. Weissberg Benchell,2022,
Jill A. Weissberg Benchell,2023,
Lindsay Anderson,2013,
Lindsay Anderson,2014,
Lindsay Anderson,2015,
Lindsay Anderson,2016,
Lindsay Anderson,2017,
Lindsay Anderson,2018,
Lindsay Anderson,2019,
Lindsay Anderson,2020,
Lindsay Anderson,2021,
Lindsay Anderson,2022,
Lindsay Anderson,2023,
Molly G. Bright,2014,
Molly G. Bright,2015,
Molly G. Bright,2016,
Molly G. Bright,2017,
Molly G. Bright,2018,
Molly G. Bright,2019,
Molly G. Bright,2020,
Molly G. Bright,2021,
Molly G. Bright,2022,
Molly G. Bright,2023,
Molly G. Bright,2024,
Rachael Cecelia Stickland,2014,
Rachael Cecelia Stickland,2015,
Rachael Cecelia Stickland,2016,
Rachael Cecelia Stickland,2017,
Rachael Cecelia Stickland,2018,
Rachael Cecelia Stickland,2019,
Rachael Cecelia Stickland,2020,
Rachael Cecelia Stickland,2021,
Rachael Cecelia Stickland,2022,
Rachael Cecelia Stickland,2023,
Rachael Cecelia Stickland,2024,
Ali Shaibani,2014,
Ali Shaibani,2015,
Ali Shaibani,2016,
Ali Shaibani,2017,
Ali Shaibani,2018,
Ali Shaibani,2019,
Ali Shaibani,2020,
Ali Shaibani,2021,
Ali Shaibani,2022,
Ali Shaibani,2023,
Ali Shaibani,2024,
Corey S. Bregman,2014,
Corey S. Bregman,2015,
Corey S. Bregman,2016,
Corey S. Bregman,2017,
Corey S. Bregman,2018,
Corey S. Bregman,2019,
Corey S. Bregman,2020,
Corey S. Bregman,2021,
Corey S. Bregman,2022,
Corey S. Bregman,2023,
Corey S. Bregman,2024,
Donald Robinson Cantrell,2014,
Donald Robinson Cantrell,2015,
Donald Robinson Cantrell,2016,
Donald Robinson Cantrell,2017,
Donald Robinson Cantrell,2018,
Donald Robinson Cantrell,2019,
Donald Robinson Cantrell,2020,
Donald Robinson Cantrell,2021,
Donald Robinson Cantrell,2022,
Donald Robinson Cantrell,2023,
Donald Robinson Cantrell,2024,
Sameer Ahmad Ansari,2014,
Sameer Ahmad Ansari,2015,
Sameer Ahmad Ansari,2016,
Sameer Ahmad Ansari,2017,
Sameer Ahmad Ansari,2018,
Sameer Ahmad Ansari,2019,
Sameer Ahmad Ansari,2020,
Sameer Ahmad Ansari,2021,
Sameer Ahmad Ansari,2022,
Sameer Ahmad Ansari,2023,
Sameer Ahmad Ansari,2024,
Susan Palasis,2014,
Susan Palasis,2015,
Susan Palasis,2016,
Susan Palasis,2017,
Susan Palasis,2018,
Susan Palasis,2019,
Susan Palasis,2020,
Susan Palasis,2021,
Susan Palasis,2022,
Susan Palasis,2023,
Susan Palasis,2024,
Claire A. Coyne,2014,
Claire A. Coyne,2015,
Claire A. Coyne,2016,
Claire A. Coyne,2017,
Claire A. Coyne,2018,
Claire A. Coyne,2019,
Claire A. Coyne,2020,
Claire A. Coyne,2021,
Claire A. Coyne,2022,
Claire A. Coyne,2023,
Claire A. Coyne,2024,
Diane Chen,2014,
Diane Chen,2015,
Diane Chen,2016,
Diane Chen,2017,
Diane Chen,2018,
Diane Chen,2019,
Diane Chen,2020,
Diane Chen,2021,
Diane Chen,2022,
Diane Chen,2023,
Diane Chen,2024,
Jonathan L. Poquiz,2014,
Jonathan L. Poquiz,2015,
Jonathan L. Poquiz,2016,
Jonathan L. Poquiz,2017,
Jonathan L. Poquiz,2018,
Jonathan L. Poquiz,2019,
Jonathan L. Poquiz,2020,
Jonathan L. Poquiz,2021,
Jonathan L. Poquiz,2022,
Jonathan L. Poquiz,2023,
Jonathan L. Poquiz,2024,
Alexander Cates,2014,
Alexander Cates,2015,
Alexander Cates,2016,
Alexander Cates,2017,
Alexander Cates,2018,
Alexander Cates,2019,
Alexander Cates,2020,
Alexander Cates,2021,
Alexander Cates,2022,
Alexander Cates,2023,
Alexander Cates,2024,
Keith Edward Gordon,2014,
Keith Edward Gordon,2015,
Keith Edward Gordon,2016,
Keith Edward Gordon,2017,
Keith Edward Gordon,2018,
Keith Edward Gordon,2019,
Keith Edward Gordon,2020,
Keith Edward Gordon,2021,
Keith Edward Gordon,2022,
Keith Edward Gordon,2023,
Keith Edward Gordon,2024,
Abraham Celio,2014,
Abraham Celio,2015,
Abraham Celio,2016,
Abraham Celio,2017,
Abraham Celio,2018,
Abraham Celio,2019,
Abraham Celio,2020,
Abraham Celio,2021,
Abraham Celio,2022,
Abraham Celio,2023,
Abraham Celio,2024,
Cesar O. Lara,2014,
Cesar O. Lara,2015,
Cesar O. Lara,2016,
Cesar O. Lara,2017,
Cesar O. Lara,2018,
Cesar O. Lara,2019,
Cesar O. Lara,2020,
Cesar O. Lara,2021,
Cesar O. Lara,2022,
Cesar O. Lara,2023,
Cesar O. Lara,2024,
Elizabeth A. Hahn,2014,
Elizabeth A. Hahn,2015,
Elizabeth A. Hahn,2016,
Elizabeth A. Hahn,2017,
Elizabeth A. Hahn,2018,
Elizabeth A. Hahn,2019,
Elizabeth A. Hahn,2020,
Elizabeth A. Hahn,2021,
Elizabeth A. Hahn,2022,
Elizabeth A. Hahn,2023,
Elizabeth A. Hahn,2024,
Helius DeArrudah,2014,
Helius DeArrudah,2015,
Helius DeArrudah,2016,
Helius DeArrudah,2017,
Helius DeArrudah,2018,
Helius DeArrudah,2019,
Helius DeArrudah,2020,
Helius DeArrudah,2021,
Helius DeArrudah,2022,
Helius DeArrudah,2023,
Helius DeArrudah,2024,
Lauretta T. Quinn,2014,
Lauretta T. Quinn,2015,
Lauretta T. Quinn,2016,
Lauretta T. Quinn,2017,
Lauretta T. Quinn,2018,
Lauretta T. Quinn,2019,
Lauretta T. Quinn,2020,
Lauretta T. Quinn,2021,
Lauretta T. Quinn,2022,
Lauretta T. Quinn,2023,
Lauretta T. Quinn,2024,
Olivia F. Ramirez,2014,
Olivia F. Ramirez,2015,
Olivia F. Ramirez,2016,
Olivia F. Ramirez,2017,
Olivia F. Ramirez,2018,
Olivia F. Ramirez,2019,
Olivia F. Ramirez,2020,
Olivia F. Ramirez,2021,
Olivia F. Ramirez,2022,
Olivia F. Ramirez,2023,
Olivia F. Ramirez,2024,
Elizabeth A. Hibler,2014,
Elizabeth A. Hibler,2015,
Elizabeth A. Hibler,2016,
Elizabeth A. Hibler,2017,
Elizabeth A. Hibler,2018,
Elizabeth A. Hibler,2019,
Elizabeth A. Hibler,2020,
Elizabeth A. Hibler,2021,
Elizabeth A. Hibler,2022,
Elizabeth A. Hibler,2023,
Elizabeth A. Hibler,2024,
Karly Mary Murphy,2014,
Karly Mary Murphy,2015,
Karly Mary Murphy,2016,
Karly Mary Murphy,2017,
Karly Mary Murphy,2018,
Karly Mary Murphy,2019,
Karly Mary Murphy,2020,
Karly Mary Murphy,2021,
Karly Mary Murphy,2022,
Karly Mary Murphy,2023,
Karly Mary Murphy,2024,
Mark A. Pereira,2014,
Mark A. Pereira,2015,
Mark A. Pereira,2016,
Mark A. Pereira,2017,
Mark A. Pereira,2018,
Mark A. Pereira,2019,
Mark A. Pereira,2020,
Mark A. Pereira,2021,
Mark A. Pereira,2022,
Mark A. Pereira,2023,
Mark A. Pereira,2024,
Teresa H. Horton,2014,
Teresa H. Horton,2015,
Teresa H. Horton,2016,
Teresa H. Horton,2017,
Teresa H. Horton,2018,
Teresa H. Horton,2019,
Teresa H. Horton,2020,
Teresa H. Horton,2021,
Teresa H. Horton,2022,
Teresa H. Horton,2023,
Teresa H. Horton,2024,
Rachita Sood,2014,
Rachita Sood,2015,
Rachita Sood,2016,
Rachita Sood,2017,
Rachita Sood,2018,
Rachita Sood,2019,
Rachita Sood,2020,
Rachita Sood,2021,
Rachita Sood,2022,
Rachita Sood,2023,
Rachita Sood,2024,
Sumanas Wanant Jordan,2014,
Sumanas Wanant Jordan,2015,
Sumanas Wanant Jordan,2016,
Sumanas Wanant Jordan,2017,
Sumanas Wanant Jordan,2018,
Sumanas Wanant Jordan,2019,
Sumanas Wanant Jordan,2020,
Sumanas Wanant Jordan,2021,
Sumanas Wanant Jordan,2022,
Sumanas Wanant Jordan,2023,
Sumanas Wanant Jordan,2024,
Abel N. Kho,2022,
Abel N. Kho,2023,
Abel N. Kho,2024,
David J. Press,2014,
David J. Press,2015,
David J. Press,2016,
David J. Press,2017,
David J. Press,2018,
David J. Press,2019,
David J. Press,2020,
David J. Press,2021,
David J. Press,2022,
David J. Press,2023,
David J. Press,2024,
Theresa L. Walunas,2014,
Theresa L. Walunas,2015,
Theresa L. Walunas,2016,
Theresa L. Walunas,2017,
Theresa L. Walunas,2018,
Theresa L. Walunas,2019,
Theresa L. Walunas,2020,
Theresa L. Walunas,2021,
Theresa L. Walunas,2022,
Theresa L. Walunas,2023,
Theresa L. Walunas,2024,
Cheryl N. Colt,2014,
Cheryl N. Colt,2015,
Cheryl N. Colt,2016,
Cheryl N. Colt,2017,
Cheryl N. Colt,2018,
Cheryl N. Colt,2019,
Cheryl N. Colt,2020,
Cheryl N. Colt,2021,
Cheryl N. Colt,2022,
Cheryl N. Colt,2023,
Cheryl N. Colt,2024,
Erika E. Lawrence,2014,
Erika E. Lawrence,2015,
Erika E. Lawrence,2016,
Erika E. Lawrence,2017,
Erika E. Lawrence,2018,
Erika E. Lawrence,2019,
Erika E. Lawrence,2020,
Erika E. Lawrence,2021,
Erika E. Lawrence,2022,
Erika E. Lawrence,2023,
Erika E. Lawrence,2024,
Aggelos K. Katsaggelos,2014,
Aggelos K. Katsaggelos,2015,
Aggelos K. Katsaggelos,2016,
Aggelos K. Katsaggelos,2017,
Aggelos K. Katsaggelos,2018,
Aggelos K. Katsaggelos,2019,
Aggelos K. Katsaggelos,2020,
Aggelos K. Katsaggelos,2021,
Aggelos K. Katsaggelos,2022,
Aggelos K. Katsaggelos,2023,
Aggelos K. Katsaggelos,2024,
Todd B. Parrish,2014,
Todd B. Parrish,2015,
Todd B. Parrish,2016,
Todd B. Parrish,2017,
Todd B. Parrish,2018,
Todd B. Parrish,2019,
Todd B. Parrish,2020,
Todd B. Parrish,2021,
Todd B. Parrish,2022,
Todd B. Parrish,2023,
Todd B. Parrish,2024,
Emanuelle Araujo Lima Bellaguarda,2014,
Emanuelle Araujo Lima Bellaguarda,2015,
Emanuelle Araujo Lima Bellaguarda,2016,
Emanuelle Araujo Lima Bellaguarda,2017,
Emanuelle Araujo Lima Bellaguarda,2018,
Emanuelle Araujo Lima Bellaguarda,2019,
Emanuelle Araujo Lima Bellaguarda,2020,
Emanuelle Araujo Lima Bellaguarda,2021,
Emanuelle Araujo Lima Bellaguarda,2022,
Emanuelle Araujo Lima Bellaguarda,2023,
Emanuelle Araujo Lima Bellaguarda,2024,
Vitaliy Y. Poylin,2014,
Vitaliy Y. Poylin,2015,
Vitaliy Y. Poylin,2016,
Vitaliy Y. Poylin,2017,
Vitaliy Y. Poylin,2018,
Vitaliy Y. Poylin,2019,
Vitaliy Y. Poylin,2020,
Vitaliy Y. Poylin,2021,
Vitaliy Y. Poylin,2022,
Vitaliy Y. Poylin,2023,
Vitaliy Y. Poylin,2024,
Jay N. Patel,2014,
Jay N. Patel,2015,
Jay N. Patel,2016,
Jay N. Patel,2017,
Jay N. Patel,2018,
Jay N. Patel,2019,
Jay N. Patel,2020,
Jay N. Patel,2021,
